FIPS,Geographic Area Name,Gini Index
28009,"Benton County, Mississippi",0.457
35007,"Colfax County, New Mexico",0.422
47097,"Lauderdale County, Tennessee",0.461
27021,"Cass County, Minnesota",0.435
47019,"Carter County, Tennessee",0.44
47171,"Unicoi County, Tennessee",0.456
20127,"Morris County, Kansas",0.441
45087,"Union County, South Carolina",0.454
06067,"Sacramento County, California",0.431
53075,"Whitman County, Washington",0.498
19131,"Mitchell County, Iowa",0.355
30031,"Gallatin County, Montana",0.437
18157,"Tippecanoe County, Indiana",0.462
12039,"Gadsden County, Florida",0.459
18071,"Jackson County, Indiana",0.393
51173,"Smyth County, Virginia",0.462
08109,"Saguache County, Colorado",0.475
45013,"Beaufort County, South Carolina",0.471
31001,"Adams County, Nebraska",0.44
34017,"Hudson County, New Jersey",0.488
53029,"Island County, Washington",0.39
47189,"Wilson County, Tennessee",0.406
17013,"Calhoun County, Illinois",0.42
48089,"Colorado County, Texas",0.46
06073,"San Diego County, California",0.452
54025,"Greenbrier County, West Virginia",0.45
06055,"Napa County, California",0.461
28085,"Lincoln County, Mississippi",0.475
51113,"Madison County, Virginia",0.383
26151,"Sanilac County, Michigan",0.405
08033,"Dolores County, Colorado",0.367
38083,"Sheridan County, North Dakota",0.453
47101,"Lewis County, Tennessee",0.44
42003,"Allegheny County, Pennsylvania",0.483
30107,"Wheatland County, Montana",0.45
19103,"Johnson County, Iowa",0.473
13151,"Henry County, Georgia",0.369
01109,"Pike County, Alabama",0.514
46005,"Beadle County, South Dakota",0.424
13163,"Jefferson County, Georgia",0.446
20035,"Cowley County, Kansas",0.415
17131,"Mercer County, Illinois",0.383
17091,"Kankakee County, Illinois",0.413
31003,"Antelope County, Nebraska",0.424
55115,"Shawano County, Wisconsin",0.407
18117,"Orange County, Indiana",0.438
18155,"Switzerland County, Indiana",0.387
38097,"Traill County, North Dakota",0.383
12129,"Wakulla County, Florida",0.382
26027,"Cass County, Michigan",0.428
26147,"St. Clair County, Michigan",0.409
55119,"Taylor County, Wisconsin",0.41
40071,"Kay County, Oklahoma",0.444
13007,"Baker County, Georgia",0.511
51043,"Clarke County, Virginia",0.42
18133,"Putnam County, Indiana",0.381
26053,"Gogebic County, Michigan",0.43
28031,"Covington County, Mississippi",0.464
44009,"Washington County, Rhode Island",0.437
39113,"Montgomery County, Ohio",0.45
20081,"Haskell County, Kansas",0.409
37133,"Onslow County, North Carolina",0.401
16007,"Bear Lake County, Idaho",0.381
17157,"Randolph County, Illinois",0.386
31007,"Banner County, Nebraska",0.496
31169,"Thayer County, Nebraska",0.398
35037,"Quay County, New Mexico",0.461
38075,"Renville County, North Dakota",0.385
48313,"Madison County, Texas",0.454
35028,"Los Alamos County, New Mexico",0.351
17001,"Adams County, Illinois",0.453
54053,"Mason County, West Virginia",0.444
48127,"Dimmit County, Texas",0.45
46025,"Clark County, South Dakota",0.486
31165,"Sioux County, Nebraska",0.465
01127,"Walker County, Alabama",0.457
28067,"Jones County, Mississippi",0.466
29215,"Texas County, Missouri",0.443
20153,"Rawlins County, Kansas",0.411
49053,"Washington County, Utah",0.408
13115,"Floyd County, Georgia",0.458
27069,"Kittson County, Minnesota",0.406
18055,"Greene County, Indiana",0.415
31125,"Nance County, Nebraska",0.412
06027,"Inyo County, California",0.427
40009,"Beckham County, Oklahoma",0.434
45047,"Greenwood County, South Carolina",0.464
15009,"Maui County, Hawaii",0.431
21187,"Owen County, Kentucky",0.39
22001,"Acadia Parish, Louisiana",0.452
31095,"Jefferson County, Nebraska",0.408
42117,"Tioga County, Pennsylvania",0.411
39067,"Harrison County, Ohio",0.439
20079,"Harvey County, Kansas",0.402
29061,"Daviess County, Missouri",0.433
47005,"Benton County, Tennessee",0.426
54091,"Taylor County, West Virginia",0.416
13047,"Catoosa County, Georgia",0.412
28137,"Tate County, Mississippi",0.414
45059,"Laurens County, South Carolina",0.416
31005,"Arthur County, Nebraska",0.341
28119,"Quitman County, Mississippi",0.45
35033,"Mora County, New Mexico",0.456
16025,"Camas County, Idaho",0.375
18051,"Gibson County, Indiana",0.409
26143,"Roscommon County, Michigan",0.428
17143,"Peoria County, Illinois",0.474
45065,"McCormick County, South Carolina",0.47
12037,"Franklin County, Florida",0.478
29053,"Cooper County, Missouri",0.397
47183,"Weakley County, Tennessee",0.485
46039,"Deuel County, South Dakota",0.373
47077,"Henderson County, Tennessee",0.427
18091,"LaPorte County, Indiana",0.418
08089,"Otero County, Colorado",0.439
28061,"Jasper County, Mississippi",0.482
20187,"Stanton County, Kansas",0.347
45051,"Horry County, South Carolina",0.449
46097,"Miner County, South Dakota",0.437
37157,"Rockingham County, North Carolina",0.423
39017,"Butler County, Ohio",0.427
28123,"Scott County, Mississippi",0.463
17027,"Clinton County, Illinois",0.394
40135,"Sequoyah County, Oklahoma",0.438
48399,"Runnels County, Texas",0.441
29185,"St. Clair County, Missouri",0.41
48493,"Wilson County, Texas",0.39
13143,"Haralson County, Georgia",0.441
46015,"Brule County, South Dakota",0.342
29151,"Osage County, Missouri",0.394
47135,"Perry County, Tennessee",0.423
20095,"Kingman County, Kansas",0.365
48431,"Sterling County, Texas",0.459
21053,"Clinton County, Kentucky",0.487
38051,"McIntosh County, North Dakota",0.456
12065,"Jefferson County, Florida",0.43
51025,"Brunswick County, Virginia",0.406
27141,"Sherburne County, Minnesota",0.354
45009,"Bamberg County, South Carolina",0.482
55085,"Oneida County, Wisconsin",0.437
19045,"Clinton County, Iowa",0.397
48355,"Nueces County, Texas",0.472
13165,"Jenkins County, Georgia",0.505
30041,"Hill County, Montana",0.432
51147,"Prince Edward County, Virginia",0.451
06019,"Fresno County, California",0.459
37109,"Lincoln County, North Carolina",0.429
38029,"Emmons County, North Dakota",0.458
51051,"Dickenson County, Virginia",0.432
18161,"Union County, Indiana",0.355
40103,"Noble County, Oklahoma",0.416
01069,"Houston County, Alabama",0.466
28093,"Marshall County, Mississippi",0.452
38003,"Barnes County, North Dakota",0.458
47155,"Sevier County, Tennessee",0.433
48039,"Brazoria County, Texas",0.416
08095,"Phillips County, Colorado",0.423
47063,"Hamblen County, Tennessee",0.452
29207,"Stoddard County, Missouri",0.475
12035,"Flagler County, Florida",0.423
17059,"Gallatin County, Illinois",0.478
05101,"Newton County, Arkansas",0.437
47111,"Macon County, Tennessee",0.453
33017,"Strafford County, New Hampshire",0.424
48183,"Gregg County, Texas",0.459
40037,"Creek County, Oklahoma",0.434
40109,"Oklahoma County, Oklahoma",0.49
29179,"Reynolds County, Missouri",0.398
55049,"Iowa County, Wisconsin",0.375
12111,"St. Lucie County, Florida",0.43
39127,"Perry County, Ohio",0.409
48503,"Young County, Texas",0.512
53027,"Grays Harbor County, Washington",0.429
08115,"Sedgwick County, Colorado",0.43
16039,"Elmore County, Idaho",0.375
16061,"Lewis County, Idaho",0.375
29125,"Maries County, Missouri",0.394
19067,"Floyd County, Iowa",0.426
39053,"Gallia County, Ohio",0.467
42037,"Columbia County, Pennsylvania",0.447
41031,"Jefferson County, Oregon",0.427
06107,"Tulare County, California",0.445
31045,"Dawes County, Nebraska",0.443
01049,"DeKalb County, Alabama",0.454
49017,"Garfield County, Utah",0.383
13303,"Washington County, Georgia",0.449
26071,"Iron County, Michigan",0.411
28065,"Jefferson Davis County, Mississippi",0.466
34039,"Union County, New Jersey",0.481
47017,"Carroll County, Tennessee",0.46
55003,"Ashland County, Wisconsin",0.416
13249,"Schley County, Georgia",0.426
42119,"Union County, Pennsylvania",0.446
29153,"Ozark County, Missouri",0.401
06085,"Santa Clara County, California",0.45
22103,"St. Tammany Parish, Louisiana",0.441
42019,"Butler County, Pennsylvania",0.425
51145,"Powhatan County, Virginia",0.399
36017,"Chenango County, New York",0.419
30083,"Richland County, Montana",0.432
19185,"Wayne County, Iowa",0.414
48337,"Montague County, Texas",0.438
08005,"Arapahoe County, Colorado",0.463
13285,"Troup County, Georgia",0.438
26007,"Alpena County, Michigan",0.43
17129,"Menard County, Illinois",0.377
18005,"Bartholomew County, Indiana",0.427
18019,"Clark County, Indiana",0.394
05145,"White County, Arkansas",0.455
54023,"Grant County, West Virginia",0.395
48109,"Culberson County, Texas",0.541
42099,"Perry County, Pennsylvania",0.356
45063,"Lexington County, South Carolina",0.416
54057,"Mineral County, West Virginia",0.442
46119,"Sully County, South Dakota",0.406
39057,"Greene County, Ohio",0.433
38015,"Burleigh County, North Dakota",0.436
55029,"Door County, Wisconsin",0.411
30081,"Ravalli County, Montana",0.453
36057,"Montgomery County, New York",0.422
18175,"Washington County, Indiana",0.409
20101,"Lane County, Kansas",0.469
45005,"Allendale County, South Carolina",0.582
19065,"Fayette County, Iowa",0.412
22049,"Jackson Parish, Louisiana",0.413
31015,"Boyd County, Nebraska",0.391
32007,"Elko County, Nevada",0.361
72149,"Villalba Municipio, Puerto Rico",0.492
20063,"Gove County, Kansas",0.407
24025,"Harford County, Maryland",0.39
45067,"Marion County, South Carolina",0.465
46099,"Minnehaha County, South Dakota",0.422
37193,"Wilkes County, North Carolina",0.465
06005,"Amador County, California",0.399
23011,"Kennebec County, Maine",0.423
38069,"Pierce County, North Dakota",0.421
12101,"Pasco County, Florida",0.429
32017,"Lincoln County, Nevada",0.368
21199,"Pulaski County, Kentucky",0.497
46067,"Hutchinson County, South Dakota",0.459
26021,"Berrien County, Michigan",0.467
29029,"Camden County, Missouri",0.434
29111,"Lewis County, Missouri",0.402
13129,"Gordon County, Georgia",0.412
19161,"Sac County, Iowa",0.422
48263,"Kent County, Texas",0.377
51510,"Alexandria city, Virginia",0.458
51820,"Waynesboro city, Virginia",0.462
17193,"White County, Illinois",0.435
30061,"Mineral County, Montana",0.381
13195,"Madison County, Georgia",0.419
05071,"Johnson County, Arkansas",0.45
20149,"Pottawatomie County, Kansas",0.42
28035,"Forrest County, Mississippi",0.483
12005,"Bay County, Florida",0.416
16077,"Power County, Idaho",0.385
39145,"Scioto County, Ohio",0.451
29117,"Livingston County, Missouri",0.42
31079,"Hall County, Nebraska",0.414
36119,"Westchester County, New York",0.535
16009,"Benewah County, Idaho",0.374
28135,"Tallahatchie County, Mississippi",0.463
50021,"Rutland County, Vermont",0.424
54055,"Mercer County, West Virginia",0.462
27095,"Mille Lacs County, Minnesota",0.395
05141,"Van Buren County, Arkansas",0.438
41007,"Clatsop County, Oregon",0.443
45023,"Chester County, South Carolina",0.449
32013,"Humboldt County, Nevada",0.401
48327,"Menard County, Texas",0.506
16027,"Canyon County, Idaho",0.401
19079,"Hamilton County, Iowa",0.435
45069,"Marlboro County, South Carolina",0.456
39117,"Morrow County, Ohio",0.355
12047,"Hamilton County, Florida",0.489
30057,"Madison County, Montana",0.507
48323,"Maverick County, Texas",0.473
21181,"Nicholas County, Kentucky",0.412
36069,"Ontario County, New York",0.43
29145,"Newton County, Missouri",0.439
48301,"Loving County, Texas",0.207
28047,"Harrison County, Mississippi",0.444
17029,"Coles County, Illinois",0.488
56007,"Carbon County, Wyoming",0.365
48485,"Wichita County, Texas",0.472
20183,"Smith County, Kansas",0.41
40003,"Alfalfa County, Oklahoma",0.443
37113,"Macon County, North Carolina",0.5
51179,"Stafford County, Virginia",0.354
13235,"Pulaski County, Georgia",0.412
46093,"Meade County, South Dakota",0.377
51037,"Charlotte County, Virginia",0.417
29225,"Webster County, Missouri",0.405
55107,"Rusk County, Wisconsin",0.409
20049,"Elk County, Kansas",0.415
28107,"Panola County, Mississippi",0.446
18159,"Tipton County, Indiana",0.362
27091,"Martin County, Minnesota",0.443
28149,"Warren County, Mississippi",0.464
22079,"Rapides Parish, Louisiana",0.472
09001,"Fairfield County, Connecticut",0.537
51630,"Fredericksburg city, Virginia",0.519
72023,"Cabo Rojo Municipio, Puerto Rico",0.545
19097,"Jackson County, Iowa",0.407
05097,"Montgomery County, Arkansas",0.493
48433,"Stonewall County, Texas",0.413
13253,"Seminole County, Georgia",0.529
45037,"Edgefield County, South Carolina",0.455
46115,"Spink County, South Dakota",0.474
36029,"Erie County, New York",0.458
17071,"Henderson County, Illinois",0.407
40141,"Tillman County, Oklahoma",0.414
41049,"Morrow County, Oregon",0.403
41067,"Washington County, Oregon",0.417
47187,"Williamson County, Tennessee",0.442
06115,"Yuba County, California",0.418
28079,"Leake County, Mississippi",0.449
47103,"Lincoln County, Tennessee",0.448
29045,"Clark County, Missouri",0.406
54033,"Harrison County, West Virginia",0.444
17191,"Wayne County, Illinois",0.437
47041,"DeKalb County, Tennessee",0.466
39123,"Ottawa County, Ohio",0.409
51191,"Washington County, Virginia",0.465
12131,"Walton County, Florida",0.483
22053,"Jefferson Davis Parish, Louisiana",0.431
36049,"Lewis County, New York",0.396
08113,"San Miguel County, Colorado",0.452
06017,"El Dorado County, California",0.421
29223,"Wayne County, Missouri",0.423
55137,"Waushara County, Wisconsin",0.389
17137,"Morgan County, Illinois",0.43
47123,"Monroe County, Tennessee",0.435
48277,"Lamar County, Texas",0.448
21025,"Breathitt County, Kentucky",0.548
29149,"Oregon County, Missouri",0.452
55111,"Sauk County, Wisconsin",0.397
48189,"Hale County, Texas",0.432
41047,"Marion County, Oregon",0.422
23013,"Knox County, Maine",0.436
36107,"Tioga County, New York",0.397
13025,"Brantley County, Georgia",0.433
22007,"Assumption Parish, Louisiana",0.419
46013,"Brown County, South Dakota",0.422
29097,"Jasper County, Missouri",0.444
30091,"Sheridan County, Montana",0.45
56001,"Albany County, Wyoming",0.494
13245,"Richmond County, Georgia",0.464
26145,"Saginaw County, Michigan",0.442
08091,"Ouray County, Colorado",0.416
13131,"Grady County, Georgia",0.484
18059,"Hancock County, Indiana",0.396
25003,"Berkshire County, Massachusetts",0.462
55005,"Barron County, Wisconsin",0.425
06077,"San Joaquin County, California",0.437
31063,"Frontier County, Nebraska",0.4
30099,"Teton County, Montana",0.432
54037,"Jefferson County, West Virginia",0.404
40153,"Woodward County, Oklahoma",0.432
31091,"Hooker County, Nebraska",0.396
37065,"Edgecombe County, North Carolina",0.452
18135,"Randolph County, Indiana",0.383
48475,"Ward County, Texas",0.431
55135,"Waupaca County, Wisconsin",0.393
08007,"Archuleta County, Colorado",0.485
53071,"Walla Walla County, Washington",0.442
29121,"Macon County, Missouri",0.408
39033,"Crawford County, Ohio",0.393
05017,"Chicot County, Arkansas",0.509
05149,"Yell County, Arkansas",0.385
38017,"Cass County, North Dakota",0.464
48103,"Crane County, Texas",0.387
72071,"Isabela Municipio, Puerto Rico",0.525
22089,"St. Charles Parish, Louisiana",0.412
26015,"Barry County, Michigan",0.392
12061,"Indian River County, Florida",0.511
05121,"Randolph County, Arkansas",0.49
19119,"Lyon County, Iowa",0.352
27099,"Mower County, Minnesota",0.42
41019,"Douglas County, Oregon",0.414
06101,"Sutter County, California",0.424
09013,"Tolland County, Connecticut",0.392
18023,"Clinton County, Indiana",0.386
46021,"Campbell County, South Dakota",0.396
37047,"Columbus County, North Carolina",0.469
06079,"San Luis Obispo County, California",0.456
19187,"Webster County, Iowa",0.434
48217,"Hill County, Texas",0.437
56011,"Crook County, Wyoming",0.349
17045,"Edgar County, Illinois",0.42
26165,"Wexford County, Michigan",0.424
46087,"McCook County, South Dakota",0.482
27119,"Polk County, Minnesota",0.416
53077,"Yakima County, Washington",0.437
24017,"Charles County, Maryland",0.359
17017,"Cass County, Illinois",0.389
47169,"Trousdale County, Tennessee",0.425
18033,"DeKalb County, Indiana",0.376
72145,"Vega Baja Municipio, Puerto Rico",0.574
01041,"Crenshaw County, Alabama",0.466
27039,"Dodge County, Minnesota",0.364
54029,"Hancock County, West Virginia",0.459
17113,"McLean County, Illinois",0.43
51077,"Grayson County, Virginia",0.451
48155,"Foard County, Texas",0.458
12103,"Pinellas County, Florida",0.464
47071,"Hardin County, Tennessee",0.473
21175,"Morgan County, Kentucky",0.542
17047,"Edwards County, Illinois",0.414
37045,"Cleveland County, North Carolina",0.439
13231,"Pike County, Georgia",0.38
16035,"Clearwater County, Idaho",0.389
36075,"Oswego County, New York",0.42
54021,"Gilmer County, West Virginia",0.477
55011,"Buffalo County, Wisconsin",0.385
13213,"Murray County, Georgia",0.409
55053,"Jackson County, Wisconsin",0.419
20039,"Decatur County, Kansas",0.383
21095,"Harlan County, Kentucky",0.476
41011,"Coos County, Oregon",0.448
46055,"Haakon County, South Dakota",0.408
51069,"Frederick County, Virginia",0.386
54031,"Hardy County, West Virginia",0.417
72153,"Yauco Municipio, Puerto Rico",0.52
01031,"Coffee County, Alabama",0.452
09003,"Hartford County, Connecticut",0.458
37195,"Wilson County, North Carolina",0.448
21223,"Trimble County, Kentucky",0.407
42017,"Bucks County, Pennsylvania",0.425
51670,"Hopewell city, Virginia",0.4
40057,"Harmon County, Oklahoma",0.466
36067,"Onondaga County, New York",0.453
51015,"Augusta County, Virginia",0.395
39013,"Belmont County, Ohio",0.416
55087,"Outagamie County, Wisconsin",0.402
29181,"Ripley County, Missouri",0.405
47025,"Claiborne County, Tennessee",0.451
37111,"McDowell County, North Carolina",0.422
13305,"Wayne County, Georgia",0.445
31089,"Holt County, Nebraska",0.406
50005,"Caledonia County, Vermont",0.439
45031,"Darlington County, South Carolina",0.456
29007,"Audrain County, Missouri",0.398
37161,"Rutherford County, North Carolina",0.448
38095,"Towner County, North Dakota",0.43
05069,"Jefferson County, Arkansas",0.46
31083,"Harlan County, Nebraska",0.433
22059,"La Salle Parish, Louisiana",0.449
22123,"West Carroll Parish, Louisiana",0.462
37069,"Franklin County, North Carolina",0.414
13087,"Decatur County, Georgia",0.48
18083,"Knox County, Indiana",0.444
55101,"Racine County, Wisconsin",0.423
21069,"Fleming County, Kentucky",0.462
48445,"Terry County, Texas",0.547
12071,"Lee County, Florida",0.471
31021,"Burt County, Nebraska",0.414
21059,"Daviess County, Kentucky",0.438
25025,"Suffolk County, Massachusetts",0.518
46081,"Lawrence County, South Dakota",0.455
48245,"Jefferson County, Texas",0.468
28109,"Pearl River County, Mississippi",0.46
42035,"Clinton County, Pennsylvania",0.404
31075,"Grant County, Nebraska",0.386
39149,"Shelby County, Ohio",0.382
40019,"Carter County, Oklahoma",0.448
01057,"Fayette County, Alabama",0.418
29073,"Gasconade County, Missouri",0.398
49011,"Davis County, Utah",0.384
12015,"Charlotte County, Florida",0.432
13017,"Ben Hill County, Georgia",0.466
27059,"Isanti County, Minnesota",0.369
48291,"Liberty County, Texas",0.413
51840,"Winchester city, Virginia",0.462
01081,"Lee County, Alabama",0.479
04005,"Coconino County, Arizona",0.443
40123,"Pontotoc County, Oklahoma",0.465
51023,"Botetourt County, Virginia",0.395
08063,"Kit Carson County, Colorado",0.374
37095,"Hyde County, North Carolina",0.391
05037,"Cross County, Arkansas",0.432
21225,"Union County, Kentucky",0.394
38079,"Rolette County, North Dakota",0.473
01095,"Marshall County, Alabama",0.462
23017,"Oxford County, Maine",0.421
51009,"Amherst County, Virginia",0.397
29143,"New Madrid County, Missouri",0.471
31093,"Howard County, Nebraska",0.391
48239,"Jackson County, Texas",0.457
20155,"Reno County, Kansas",0.429
16003,"Adams County, Idaho",0.48
20115,"Marion County, Kansas",0.366
46043,"Douglas County, South Dakota",0.405
50015,"Lamoille County, Vermont",0.433
40099,"Murray County, Oklahoma",0.403
29035,"Carter County, Missouri",0.424
22093,"St. James Parish, Louisiana",0.426
48199,"Hardin County, Texas",0.419
19083,"Hardin County, Iowa",0.42
51171,"Shenandoah County, Virginia",0.401
22035,"East Carroll Parish, Louisiana",0.645
35057,"Torrance County, New Mexico",0.428
13263,"Talbot County, Georgia",0.464
51085,"Hanover County, Virginia",0.393
21085,"Grayson County, Kentucky",0.434
19005,"Allamakee County, Iowa",0.359
26115,"Monroe County, Michigan",0.396
28069,"Kemper County, Mississippi",0.463
47021,"Cheatham County, Tennessee",0.394
21015,"Boone County, Kentucky",0.394
21103,"Henry County, Kentucky",0.414
53003,"Asotin County, Washington",0.436
18093,"Lawrence County, Indiana",0.429
20193,"Thomas County, Kansas",0.428
05043,"Drew County, Arkansas",0.469
20073,"Greenwood County, Kansas",0.426
48253,"Jones County, Texas",0.412
54089,"Summers County, West Virginia",0.424
18131,"Pulaski County, Indiana",0.396
40051,"Grady County, Oklahoma",0.418
37181,"Vance County, North Carolina",0.463
40147,"Washington County, Oklahoma",0.469
29217,"Vernon County, Missouri",0.427
39083,"Knox County, Ohio",0.403
20145,"Pawnee County, Kansas",0.358
39021,"Champaign County, Ohio",0.419
31123,"Morrill County, Nebraska",0.438
38085,"Sioux County, North Dakota",0.556
18111,"Newton County, Indiana",0.403
21019,"Boyd County, Kentucky",0.472
47001,"Anderson County, Tennessee",0.453
47065,"Hamilton County, Tennessee",0.48
36081,"Queens County, New York",0.433
18025,"Crawford County, Indiana",0.411
51161,"Roanoke County, Virginia",0.398
05047,"Franklin County, Arkansas",0.448
13019,"Berrien County, Georgia",0.43
48005,"Angelina County, Texas",0.452
21235,"Whitley County, Kentucky",0.481
40023,"Choctaw County, Oklahoma",0.47
42095,"Northampton County, Pennsylvania",0.419
19035,"Cherokee County, Iowa",0.389
21139,"Livingston County, Kentucky",0.414
47031,"Coffee County, Tennessee",0.436
29205,"Shelby County, Missouri",0.372
72091,"Manatí Municipio, Puerto Rico",0.52
21161,"Mason County, Kentucky",0.484
26103,"Marquette County, Michigan",0.439
27077,"Lake of the Woods County, Minnesota",0.447
55043,"Grant County, Wisconsin",0.4
72127,"San Juan Municipio, Puerto Rico",0.582
47037,"Davidson County, Tennessee",0.487
19011,"Benton County, Iowa",0.378
27065,"Kanabec County, Minnesota",0.364
51640,"Galax city, Virginia",0.532
18103,"Miami County, Indiana",0.41
18081,"Johnson County, Indiana",0.399
21229,"Washington County, Kentucky",0.417
37175,"Transylvania County, North Carolina",0.448
22125,"West Feliciana Parish, Louisiana",0.462
27171,"Wright County, Minnesota",0.368
01115,"St. Clair County, Alabama",0.415
55059,"Kenosha County, Wisconsin",0.425
55078,"Menominee County, Wisconsin",0.442
72001,"Adjuntas Municipio, Puerto Rico",0.525
27129,"Renville County, Minnesota",0.409
20075,"Hamilton County, Kansas",0.427
47059,"Greene County, Tennessee",0.425
34037,"Sussex County, New Jersey",0.386
35025,"Lea County, New Mexico",0.432
48421,"Sherman County, Texas",0.389
55097,"Portage County, Wisconsin",0.418
13133,"Greene County, Georgia",0.564
26043,"Dickinson County, Michigan",0.431
18097,"Marion County, Indiana",0.46
30053,"Lincoln County, Montana",0.427
39041,"Delaware County, Ohio",0.431
41063,"Wallowa County, Oregon",0.419
42109,"Snyder County, Pennsylvania",0.411
51169,"Scott County, Virginia",0.43
48331,"Milam County, Texas",0.462
48375,"Potter County, Texas",0.461
54109,"Wyoming County, West Virginia",0.416
54069,"Ohio County, West Virginia",0.473
01015,"Calhoun County, Alabama",0.453
48197,"Hardeman County, Texas",0.385
55009,"Brown County, Wisconsin",0.429
49043,"Summit County, Utah",0.458
51117,"Mecklenburg County, Virginia",0.451
18137,"Ripley County, Indiana",0.397
41051,"Multnomah County, Oregon",0.468
29075,"Gentry County, Missouri",0.405
05005,"Baxter County, Arkansas",0.42
53039,"Klickitat County, Washington",0.439
72123,"Salinas Municipio, Puerto Rico",0.515
20041,"Dickinson County, Kansas",0.389
29163,"Pike County, Missouri",0.414
19007,"Appanoose County, Iowa",0.451
06065,"Riverside County, California",0.439
19141,"O'Brien County, Iowa",0.445
39097,"Madison County, Ohio",0.45
27115,"Pine County, Minnesota",0.397
37083,"Halifax County, North Carolina",0.47
45045,"Greenville County, South Carolina",0.47
19107,"Keokuk County, Iowa",0.399
48119,"Delta County, Texas",0.451
38039,"Griggs County, North Dakota",0.42
20123,"Mitchell County, Kansas",0.41
02060,"Bristol Bay Borough, Alaska",0.343
42021,"Cambria County, Pennsylvania",0.424
48359,"Oldham County, Texas",0.416
12011,"Broward County, Florida",0.469
37173,"Swain County, North Carolina",0.445
39089,"Licking County, Ohio",0.414
27029,"Clearwater County, Minnesota",0.421
28043,"Grenada County, Mississippi",0.492
13065,"Clinch County, Georgia",0.43
28077,"Lawrence County, Mississippi",0.444
51097,"King and Queen County, Virginia",0.4
51600,"Fairfax city, Virginia",0.381
17081,"Jefferson County, Illinois",0.454
29103,"Knox County, Missouri",0.467
45075,"Orangeburg County, South Carolina",0.486
51830,"Williamsburg city, Virginia",0.466
56033,"Sheridan County, Wyoming",0.417
13137,"Habersham County, Georgia",0.44
53061,"Snohomish County, Washington",0.395
13209,"Montgomery County, Georgia",0.454
31029,"Chase County, Nebraska",0.439
48347,"Nacogdoches County, Texas",0.485
08079,"Mineral County, Colorado",0.598
48075,"Childress County, Texas",0.438
29123,"Madison County, Missouri",0.407
54015,"Clay County, West Virginia",0.46
18125,"Pike County, Indiana",0.395
39091,"Logan County, Ohio",0.413
56003,"Big Horn County, Wyoming",0.426
22027,"Claiborne Parish, Louisiana",0.474
48285,"Lavaca County, Texas",0.444
06049,"Modoc County, California",0.43
29027,"Callaway County, Missouri",0.404
18145,"Shelby County, Indiana",0.436
53053,"Pierce County, Washington",0.413
05007,"Benton County, Arkansas",0.438
27137,"St. Louis County, Minnesota",0.442
08023,"Costilla County, Colorado",0.508
42071,"Lancaster County, Pennsylvania",0.415
22057,"Lafourche Parish, Louisiana",0.461
13297,"Walton County, Georgia",0.407
21051,"Clay County, Kentucky",0.512
42083,"McKean County, Pennsylvania",0.421
47015,"Cannon County, Tennessee",0.401
72049,"Culebra Municipio, Puerto Rico",0.46
36099,"Seneca County, New York",0.398
06097,"Sonoma County, California",0.441
38071,"Ramsey County, North Dakota",0.438
48049,"Brown County, Texas",0.476
48177,"Gonzales County, Texas",0.449
30095,"Stillwater County, Montana",0.388
38031,"Foster County, North Dakota",0.514
72097,"Mayagüez Municipio, Puerto Rico",0.597
13049,"Charlton County, Georgia",0.432
36023,"Cortland County, New York",0.423
12031,"Duval County, Florida",0.45
05123,"St. Francis County, Arkansas",0.475
30049,"Lewis and Clark County, Montana",0.4
02164,"Lake and Peninsula Borough, Alaska",0.428
19021,"Buena Vista County, Iowa",0.414
21039,"Carlisle County, Kentucky",0.403
21145,"McCracken County, Kentucky",0.473
29039,"Cedar County, Missouri",0.404
48229,"Hudspeth County, Texas",0.498
48029,"Bexar County, Texas",0.463
22083,"Richland Parish, Louisiana",0.453
26045,"Eaton County, Michigan",0.377
27173,"Yellow Medicine County, Minnesota",0.386
42015,"Bradford County, Pennsylvania",0.421
13317,"Wilkes County, Georgia",0.487
35021,"Harding County, New Mexico",0.408
19001,"Adair County, Iowa",0.408
13187,"Lumpkin County, Georgia",0.423
22121,"West Baton Rouge Parish, Louisiana",0.421
40113,"Osage County, Oklahoma",0.44
51083,"Halifax County, Virginia",0.473
40055,"Greer County, Oklahoma",0.407
36051,"Livingston County, New York",0.392
36101,"Steuben County, New York",0.429
48257,"Kaufman County, Texas",0.394
26161,"Washtenaw County, Michigan",0.463
28089,"Madison County, Mississippi",0.481
39161,"Van Wert County, Ohio",0.369
47011,"Bradley County, Tennessee",0.459
20085,"Jackson County, Kansas",0.376
18107,"Montgomery County, Indiana",0.397
21183,"Ohio County, Kentucky",0.441
26073,"Isabella County, Michigan",0.477
46073,"Jerauld County, South Dakota",0.48
40047,"Garfield County, Oklahoma",0.445
54083,"Randolph County, West Virginia",0.451
13015,"Bartow County, Georgia",0.429
27041,"Douglas County, Minnesota",0.419
29175,"Randolph County, Missouri",0.413
50027,"Windsor County, Vermont",0.445
05107,"Phillips County, Arkansas",0.469
06013,"Contra Costa County, California",0.453
40067,"Jefferson County, Oklahoma",0.446
12123,"Taylor County, Florida",0.44
19095,"Iowa County, Iowa",0.394
26125,"Oakland County, Michigan",0.458
28095,"Monroe County, Mississippi",0.46
17147,"Piatt County, Illinois",0.384
29065,"Dent County, Missouri",0.392
06087,"Santa Cruz County, California",0.467
27009,"Benton County, Minnesota",0.39
31127,"Nemaha County, Nebraska",0.425
37179,"Union County, North Carolina",0.437
